STOPNAME,TRAPEZESTO,RUCUSSTOPA,STOPID,LATITUDE,LONGITUDE,ACCESSIBIL,ATSTREET,ONSTREET,POSITION,ORIENTATIO,SERVICEPLA,SHELTER,INSERT_TIM,SIGNUPID,SUPERVISOR
Rhode Island St&15th St SE-NS/SB,R IS15S1,R IS15ST,6188.0000000000,37.7673150000,-122.4027290000,0.0000000000,15TH ST,RHODE ISLAND ST,NS,SE,,1.0000000000,2012/02/23,76.0000000000,
24th St&Mission St SW-NS/BZ,24STMIS1,24STMISS,3477.0000000000,37.7521780000,-122.4185500000,0.0000000000,MISSION ST,24TH ST,NS,SW,BZ,1.0000000000,2012/02/23,76.0000000000,
Townsend St&7th St W-FS/BZ,TOWN 7S0,TOWN 7ST,6701.0000000000,37.7716950000,-122.4019470000,0.0000000000,7TH ST,TOWNSEND ST,FS,W,BZ,0.0000000000,2012/02/23,76.0000000000,
Townsend St&7th St S-NS/SB,TOWN.7S1,TOWN.7ST,6700.0000000000,37.7717040000,-122.4016610000,0.0000000000,7TH ST,TOWNSEND ST,NS,S,,0.0000000000,2012/02/23,76.0000000000,
Folsom St&14th St SE-NS/SB,FOLS14S1,FOLS14ST,4667.0000000000,37.7684610000,-122.4155300000,0.0000000000,14TH ST,FOLSOM ST,NS,SE,,0.0000000000,2012/02/23,76.0000000000,
Folsom St&20th St NW-NS/SB,FOLS20S0,FOLS20ST,4673.0000000000,37.7590000000,-122.4147800000,0.0000000000,20TH ST,FOLSOM ST,NS,NW,,0.0000000000,2012/02/23,76.0000000000,
Steiner St&Washington St NW-NS/PS,STEIWAS0,STEIWASH,6494.0000000000,37.7914490000,-122.4361320000,0.0000000000,WASHINGTON ST,STEINER ST,NS,NW,,0.0000000000,2012/02/23,76.0000000000,
Van Ness Ave&Jackson St NE-FS/BZ,V N JAC1,V N JACK,6813.0000000000,37.7941770000,-122.4230050000,0.0000000000,JACKSON ST,VAN NESS AVE,FS,NE,BZ,0.0000000000,2012/02/23,76.0000000000,
Folsom St&11th St E-FS/BZ,FOLS11S1,FOLS11ST,4664.0000000000,37.7719940000,-122.4137290000,0.0000000000,11TH ST,FOLSOM ST,FS,E,BZ,0.0000000000,2012/02/23,76.0000000000,
Folsom St&18th St SW-FS/SB,FOLS18S0,FOLS18ST,4672.0000000000,37.7618580000,-122.4150860000,0.0000000000,18TH ST,FOLSOM ST,FS,SW,,1.0000000000,2012/02/23,76.0000000000,
Sansome St&Pine St SE-NS/PS,SANSPIN1,SANSPINE,6332.0000000000,37.7920200000,-122.4008600000,0.0000000000,PINE ST,SANSOME ST,NS,SE,,0.0000000000,2012/02/23,76.0000000000,
26th St&De Haro St SE-FS/SB,26STDHR0,26STDHRO,3517.0000000000,37.7507530000,-122.4000240000,0.0000000000,DE HARO ST,26TH ST,FS,SE,,0.0000000000,2012/02/23,76.0000000000,
Pacific Ave&Kearny St NE-NS/PS,PACFKRN1,PACFKRNY,5842.0000000000,37.7971700000,-122.4052220000,0.0000000000,KEARNY ST,PACIFIC AVE,NS,NE,,0.0000000000,2012/02/23,76.0000000000,
Pacific Ave&Jones St SW-NS/PS,PACFJON0,PACFJONE,5841.0000000000,37.7957910000,-122.4151050000,0.0000000000,JONES ST,PACIFIC AVE,NS,SW,,0.0000000000,2012/02/23,76.0000000000,
Pacific Ave&Van Ness Ave SE-FS/BZ,PACFV.N1,PACFV.N.,5859.0000000000,37.7947840000,-122.4229010000,0.0000000000,VAN NESS AVE,PACIFIC AVE,FS,SE,BZ,0.0000000000,2012/02/23,76.0000000000,
Pacific Ave&Van Ness Ave NE-NS/SB,PACFV.N0,PACFV.N.,5858.0000000000,37.7949000000,-122.4231300000,0.0000000000,VAN NESS AVE,PACIFIC AVE,NS,NE,,0.0000000000,2012/02/23,76.0000000000,
Pacific Ave&Taylor St SW-NS/PS,PACFTAY0,PACFTAYL,5857.0000000000,37.7959950000,-122.4134650000,0.0000000000,TAYLOR ST,PACIFIC AVE,NS,SW,,0.0000000000,2012/02/23,76.0000000000,
Pacific Ave&Taylor St NE-NS/PS,PACFTAY1,PACFTAYL,5856.0000000000,37.7961650000,-122.4132700000,0.0000000000,TAYLOR ST,PACIFIC AVE,NS,NE,,1.0000000000,2012/02/23,76.0000000000,
Pacific Ave&Sansome St NW-FS/SB,PACFSAN1,PACFSANS,5854.0000000000,37.7975440000,-122.4023670000,0.0000000000,SANSOME ST,PACIFIC AVE,FS,NW,,0.0000000000,2012/02/23,76.0000000000,
Pacific Ave&Powell St SW-NS/PS,PACFPOW0,PACFPOWL,5853.0000000000,37.7964050000,-122.4101750000,0.0000000000,POWELL ST,PACIFIC AVE,NS,SW,,0.0000000000,2012/02/23,76.0000000000,
Pacific Ave&Powell St NE-NS/BZ,PACFPOW1,PACFPOWL,5852.0000000000,37.7965560000,-122.4100370000,0.0000000000,POWELL ST,PACIFIC AVE,NS,NE,,0.0000000000,2012/02/23,76.0000000000,
Pacific Ave&Polk St SE-FS/BZ,PACFPOL0,PACFPOLK,5851.0000000000,37.7949980000,-122.4212500000,0.0000000000,POLK ST,PACIFIC AVE,FS,SE,,1.0000000000,2012/02/23,76.0000000000,
Pacific Ave&Montgomery St NE-NS/SB,PACFMTG1,PACFMTGY,5849.0000000000,37.7973930000,-122.4035820000,0.0000000000,MONTGOMERY ST,PACIFIC AVE,NS,NE,,0.0000000000,2012/02/23,76.0000000000,
Pacific Ave&Mason St NE-NS/SB,PACFMAS1,PACFMASN,5847.0000000000,37.7963780000,-122.4116190000,0.0000000000,MASON ST,PACIFIC AVE,NS,NE,,0.0000000000,2012/02/23,76.0000000000,
Pacific Ave&Leavenworth St SW-NS/PS,PACFLEA0,PACFLEAV,5846.0000000000,37.7955860000,-122.4167440000,0.0000000000,LEAVENWORTH ST,PACIFIC AVE,NS,SW,,0.0000000000,2012/02/23,76.0000000000,
Pacific Ave&Leavenworth St NE-NS/PS,PACFLEA1,PACFLEAV,5845.0000000000,37.7957550000,-122.4165490000,0.0000000000,LEAVENWORTH ST,PACIFIC AVE,NS,NE,,0.0000000000,2012/02/23,76.0000000000,
Pacific Ave&Larkin St SW-NS/PS,PACFLAR0,PACFLARK,5844.0000000000,37.7951490000,-122.4200350000,0.0000000000,LARKIN ST,PACIFIC AVE,NS,SW,,0.0000000000,2012/02/23,76.0000000000,
Pacific Ave&Larkin St NE-NS/PS,PACFLAR1,PACFLARK,5843.0000000000,37.7953280000,-122.4198630000,0.0000000000,LARKIN ST,PACIFIC AVE,NS,NE,,0.0000000000,2012/02/23,76.0000000000,
Pacific Ave&Grant Ave NE-NS/BZ,PACFGRN1,PACFGRNT,5837.0000000000,37.7969840000,-122.4067350000,0.0000000000,GRANT AVE,PACIFIC AVE,NS,NE,,0.0000000000,2012/02/23,76.0000000000,
Jackson St&Steiner St NE-NS/AB,JACKSTE0,JACKSTEI,5162.0000000000,37.7923500000,-122.4361090000,0.0000000000,STEINER ST,JACKSON ST,NS,NE,,0.0000000000,2012/02/23,76.0000000000,
Jackson St&Gough St NE-NS/SB,JACKGOU1,JACKGOUG,5149.0000000000,37.7935800000,-122.4262100000,0.0000000000,GOUGH ST,JACKSON ST,NS,NE,,0.0000000000,2012/02/23,76.0000000000,
Jackson St&Franklin St NE-NS/PS,JACKFRK1,JACKFRKL,5148.0000000000,37.7938120000,-122.4245980000,0.0000000000,FRANKLIN ST,JACKSON ST,NS,NE,,0.0000000000,2012/02/23,76.0000000000,
Jackson St&Fillmore St NW-FS/BZ,JACKFIL0,JACKFILL,5147.0000000000,37.7925290000,-122.4346760000,0.0000000000,FILLMORE ST,JACKSON ST,FS,NW,BZ,1.0000000000,2012/02/23,76.0000000000,
Kansas St&26th St NE-FS/SB,KANS26S0,KANS26ST,5229.0000000000,37.7508340000,-122.4021210000,0.0000000000,26TH ST,KANSAS ST,FS,NE,,0.0000000000,2012/02/23,76.0000000000,
Kansas St&25th St SE-NS/PS,KANS25S1,KANS25ST,5228.0000000000,37.7518870000,-122.4022230000,0.0000000000,25TH ST,KANSAS ST,NS,SE,,0.0000000000,2012/02/23,76.0000000000,
Jackson St&Buchanan St NE-NS/PS,JACKBUC1,JACKBUCH,5144.0000000000,37.7929650000,-122.4312020000,0.0000000000,BUCHANAN ST,JACKSON ST,NS,NE,,0.0000000000,2012/02/23,76.0000000000,
Jackson St&Octavia St NE-NS/SB,JACKOCT1,JACKOCTA,5157.0000000000,37.7933600000,-122.4278600000,0.0000000000,OCTAVIA ST,JACKSON ST,NS,NE,,0.0000000000,2012/02/23,76.0000000000,
Jackson St&Laguna St NE-NS/PS,JACKLGN1,JACKLGNA,5155.0000000000,37.7931500000,-122.4295000000,0.0000000000,LAGUNA ST,JACKSON ST,NS,NE,,0.0000000000,2012/02/23,76.0000000000,
Harrison St&9th St W-FS/BZ,HARR 9S1,HARR 9ST,4973.0000000000,37.7724030000,-122.4103710000,0.0000000000,9TH ST,HARRISON ST,FS,W,BZ,0.0000000000,2012/02/23,76.0000000000,
Harrison St&8th St N-NS/BZ,HARR 8S0,HARR 8ST,4972.0000000000,37.7738660000,-122.4085130000,0.0000000000,8TH ST,HARRISON ST,NS,N,BZ,0.0000000000,2012/02/23,76.0000000000,
Harrison St&7th St W-FS/BZ,HARR 7S1,HARR 7ST,4971.0000000000,37.7754980000,-122.4064380000,0.0000000000,HARRISON ST,7TH ST,NS,N,BZ,0.0000000000,2012/02/23,76.0000000000,
Harrison St&3rd St W-FS/BZ,HARR 3S0,HARR 3ST,4967.0000000000,37.7824360000,-122.3976760000,0.0000000000,3RD ST,HARRISON ST,FS,W,BZ,0.0000000000,2012/02/23,76.0000000000,
Harrison St&2nd St W-FS/BZ,HARR 2S0,HARR 2ST,4966.0000000000,37.7841930000,-122.3954510000,0.0000000000,2ND ST,HARRISON ST,FS,W,BZ,0.0000000000,2012/02/23,76.0000000000,
Folsom St&6th St E-FS/BZ,FOLS 6S1,FOLS 6ST,4660.0000000000,37.7786290000,-122.4053240000,0.0000000000,6TH ST,FOLSOM ST,FS,E,BZ,0.0000000000,2012/02/23,76.0000000000,
Folsom St&3rd St E-FS/SI,FOLS 3S0,FOLS 3ST,4657.0000000000,37.7839890000,-122.3987530000,0.0000000000,3RD ST,FOLSOM ST,FS,E,BZ,0.0000000000,2012/02/23,76.0000000000,
Folsom St&14th St SW-FS/BZ,FOLS14S0,FOLS14ST,4666.0000000000,37.7684610000,-122.4156670000,0.0000000000,FOLSOM ST,14TH ST,NS,NW,,0.0000000000,2012/02/23,76.0000000000,
Folsom St&11th St W-FS/SB,FOLS11S0,FOLS11ST,4665.0000000000,37.7717350000,-122.4143020000,0.0000000000,11TH ST,FOLSOM ST,FS,W,,0.0000000000,2012/02/23,76.0000000000,
Folsom St&9th St E-FS/BZ,FOLS 9S1,FOLS 9ST,4663.0000000000,37.7738940000,-122.4113210000,0.0000000000,9TH ST,FOLSOM ST,FS,E,BZ,0.0000000000,2012/02/23,76.0000000000,
Folsom St&24th St NW-NS/BZ,FOLS24S0,FOLS24ST,4678.0000000000,37.7525960000,-122.4142080000,0.0000000000,24TH ST,FOLSOM ST,NS,NW,BZ,0.0000000000,2012/02/23,76.0000000000,
Folsom St&24th St NE-FS/BZ,FOLS24S1,FOLS24ST,4677.0000000000,37.7527570000,-122.4140240000,0.0000000000,24TH ST,FOLSOM ST,FS,NE,BZ,1.0000000000,2012/02/23,76.0000000000,
Folsom St&22nd St SW-FS/SB,FOLS22S0,FOLS22ST,4676.0000000000,37.7554600000,-122.4144810000,0.0000000000,22ND ST,FOLSOM ST,FS,SW,,0.0000000000,2012/02/23,76.0000000000,
Folsom St&20th St SE-NS/SB,FOLS20S1,FOLS20ST,4674.0000000000,37.7588150000,-122.4146060000,0.0000000000,20TH ST,FOLSOM ST,NS,SE,,0.0000000000,2012/02/23,76.0000000000,
Folsom St&18th St NE-FS/SB,FOLS18S1,FOLS18ST,4671.0000000000,37.7622150000,-122.4149140000,0.0000000000,18TH ST,FOLSOM ST,NS,SE,,1.0000000000,2012/02/23,76.0000000000,
Folsom St&16th St SW-FS/BZ,FOLS16S0,FOLS16ST,4669.0000000000,37.7652310000,-122.4154170000,0.0000000000,16TH ST,FOLSOM ST,NS,NW,BZ,0.0000000000,2012/02/23,76.0000000000,
Folsom St&16th St NE-FS/BZ,FOLS16S1,FOLS16ST,4668.0000000000,37.7655700000,-122.4152450000,0.0000000000,16TH ST,FOLSOM ST,FS,NE,BZ,1.0000000000,2012/02/23,76.0000000000,
Dakota St&25th St NE-FS/PS,DAKO25S0,DAKO25ST,4345.0000000000,37.7526800000,-122.3946800000,0.0000000000,25TH ST,DAKOTA ST,FS,NE,,0.0000000000,2012/02/23,76.0000000000,
101 Dakota St E-MB/SB,DAKO 100,DAKO 101,4343.0000000000,37.7537400000,-122.3956500000,0.0000000000,25TH ST,DAKOTA ST,MB,E,,0.0000000000,2012/02/23,76.0000000000,
14 Dakota St SW-FS/PS,DAKOHG11,DAKOHG14,4342.0000000000,37.7537600000,-122.3957600000,0.0000000000,25TH ST,DAKOTA ST,FS,SW,,0.0000000000,2012/02/23,76.0000000000,
Division St&Rhode Island St SW-NS,DIVNR I0,DIVNR IS,4437.0000000000,37.7697600000,-122.4031520000,0.0000000000,RHODE ISLAND ST,DIVISION ST,NS,SW,BZ,0.0000000000,2012/02/23,76.0000000000,
The Embarcadero&Mission St SE-NS/SB,EMBRMIS1,EMBRMISS,4522.0000000000,37.7937750000,-122.3923150000,0.0000000000,MISSION ST,THE EMBARCADERO,NS,SE,,0.0000000000,2012/02/23,76.0000000000,
The Embarcadero&Mission St NW-NS/SB,EMBRMIS0,EMBRMISS,4521.0000000000,37.7938100000,-122.3927800000,0.0000000000,MISSION ST,THE EMBARCADERO,NS,NW,,0.0000000000,2012/02/23,76.0000000000,
Folsom St&8th St E-FS/BZ,FOLS 8S1,FOLS 8ST,4662.0000000000,37.7751150000,-122.4097730000,0.0000000000,8TH ST,FOLSOM ST,FS,E,BZ,0.0000000000,2012/02/23,76.0000000000,
Folsom St&7th St S-NS/BZ,FOLS 7S1,FOLS 7ST,4661.0000000000,37.7766410000,-122.4078470000,0.0000000000,7TH ST,FOLSOM ST,NS,S,BZ,0.0000000000,2012/02/23,76.0000000000,
Folsom St&26th St SW-FS/PS,FOLS26S0,FOLS26ST,4683.0000000000,37.7490630000,-122.4138540000,0.0000000000,26TH ST,FOLSOM ST,FS,SW,,0.0000000000,2012/02/23,76.0000000000,
Folsom St&25th St SE-NS/PS,FOLS25S0,FOLS25ST,4681.0000000000,37.7508290000,-122.4138420000,0.0000000000,25TH ST,FOLSOM ST,NS,SE,,0.0000000000,2012/02/23,76.0000000000,
Folsom St&25th St NW-NS/PS,FOLS25S1,FOLS25ST,4680.0000000000,37.7509990000,-122.4140480000,0.0000000000,25TH ST,FOLSOM ST,NS,NW,,0.0000000000,2012/02/23,76.0000000000,
De Haro St&16th St SE-NS/SB,DHRO16S1,DHRO16ST,4350.0000000000,37.7660560000,-122.4016300000,0.0000000000,16TH ST,DE HARO ST,NS,SE,,0.0000000000,2012/02/23,76.0000000000,
Division St&Townsend St NE-NS/BZ,DIVNTOW1,DIVNTOWN,4438.0000000000,37.7698940000,-122.4033010000,0.0000000000,TOWNSEND ST,DIVISION ST,NS,NE,BZ,0.0000000000,2012/02/23,76.0000000000,
Connecticut St&19th St SE-NS/PS,CONN19S0,CONN19ST,4127.0000000000,37.7611500000,-122.3973300000,0.0000000000,19TH ST,CONNECTICUT ST,NS,SE,,0.0000000000,2012/02/23,76.0000000000,
Connecticut St&18th St SE-NS/BZ,CONN18S1,CONN18ST,4126.0000000000,37.7624300000,-122.3974100000,0.0000000000,18TH ST,CONNECTICUT ST,NS,SE,BZ,1.0000000000,2012/02/23,76.0000000000,
Connecticut St&18th St NW-NS/PS,CONN18S0,CONN18ST,4125.0000000000,37.7626140000,-122.3975690000,0.0000000000,18TH ST,CONNECTICUT ST,NS,NW,,0.0000000000,2012/02/23,76.0000000000,
Connecticut St&17th St SE-NS/SB,CONN17S1,CONN17ST,4123.0000000000,37.7649800000,-122.3976610000,0.0000000000,17TH ST,CONNECTICUT ST,NS,SE,,0.0000000000,2012/02/23,76.0000000000,
23rd St&Kansas St SW-NS,23STKAN1,,3450.0000000000,37.7544480000,-122.4026680000,0.0000000000,KANSAS ST,23RD ST,,SW,,0.0000000000,2012/02/23,76.0000000000,
26th St&Wisconsin St NW-FS/SB,26STWIS0,26STWISC,3524.0000000000,37.7511100000,-122.3986600000,0.0000000000,WISCONSIN ST,26TH ST,FS,NW,,0.0000000000,2012/02/23,76.0000000000,
26th St&Rhode Island St NE-NS/SB,26STR I0,26STR IS,3522.0000000000,37.7507180000,-122.4011240000,0.0000000000,RHODE ISLAND ST,26TH ST,NS,NE,,0.0000000000,2012/02/23,76.0000000000,
26th St&De Haro St NE-NS/SB,26STDHR1,26STDHRO,3516.0000000000,37.7508600000,-122.4001500000,0.0000000000,DE HARO ST,26TH ST,NS,NE,,0.0000000000,2012/02/23,76.0000000000,
C. Chavez St&South Van Ness Ave NE,CHAVSOV0,CHAVSOVN,3936.0000000000,37.7483050000,-122.4157560000,0.0000000000,SOUTH VAN NESS AVE,ARMY ST,NS,NE,BZ,0.0000000000,2012/02/23,76.0000000000,
Cesar Chavez St&Mission St NW-FS/BZ,CHAVMIS0,CHAVMISS,3935.0000000000,37.7482340000,-122.4183690000,0.0000000000,MISSION ST,CESAR CHAVEZ ST,NS,NE,BZ,0.0000000000,2012/02/23,76.0000000000,
C. Chavez St&Folsom St NW-FS/BZ,CHAVFOL0,CHAVFOLS,3931.0000000000,37.7483400000,-122.4139800000,0.0000000000,FOLSOM ST,ARMY ST,FS,NW,BZ,0.0000000000,2012/02/23,76.0000000000,
Arkansas St&Madera St NW-NS,ARKSMDR0,ARKSMDRA,3653.0000000000,37.7559700000,-122.3978900000,0.0000000000,MADERA ST,ARKANSAS ST,NS,NW,,0.0000000000,2012/02/23,76.0000000000,
17th St&De Haro St SW-NS/PS,17STDHR0,17STDHRO,3313.0000000000,37.7647710000,-122.4017110000,0.0000000000,17TH ST,DE HARO ST,NS,SW,,0.0000000000,2012/02/23,76.0000000000,
20th St&Arkansas St SW-NS,20STARK1,20STARKS,3413.0000000000,37.7598700000,-122.3983600000,0.0000000000,ARKANSAS ST,20TH ST,NS,SW,,0.0000000000,2012/02/23,76.0000000000,
25th St&Dakota St NW-FS/PS,25STDAK0,25STDAKO,3507.0000000000,37.7525000000,-122.3948320000,0.0000000000,DAKOTA ST,25TH ST,FS,NW,,0.0000000000,2012/02/23,76.0000000000,
25th St&Connecticut St SW-NS/SB,25STCONI,25STCONN,3505.0000000000,37.7522420000,-122.3966200000,0.0000000000,CONNECTICUT ST,25TH ST,NS,SE,,0.0000000000,2012/02/23,76.0000000000,
25th St&Connecticut St NE-NS/PS,25STCON1,25STCONN,3504.0000000000,37.7523600000,-122.3963400000,0.0000000000,CONNECTICUT ST,25TH ST,NS,NE,,0.0000000000,2012/02/23,76.0000000000,
24th St&Valencia St SE-FS/BZ,24STVLN1,24STVLNC,3486.0000000000,37.7520620000,-122.4205100000,0.0000000000,VALENCIA ST,24TH ST,FS,SE,,0.0000000000,2012/02/23,76.0000000000,
24th St&Mission St NE-NS/BZ,24STMIS0,24STMISS,3476.0000000000,37.7523210000,-122.4183330000,0.0000000000,MISSION ST,24TH ST,NS,NE,BZ,1.0000000000,2012/02/23,76.0000000000,
Broadway&Battery St SE-FS/BZ,BDWYBAT0,BDWYBATT,3078.0000000000,37.7985430000,-122.4007260000,0.0000000000,BATTERY ST,BROADWAY,FS,SE,BZ,0.0000000000,2012/02/23,76.0000000000,
23rd St&Utah St NE-NS/BZ,23STUTA0,23STUTAH,3453.0000000000,37.7544200000,-122.4049400000,0.0000000000,UTAH ST,23RD ST,NS,NE,BZ,1.0000000000,2012/02/23,76.0000000000,
23rd St&Rhode Island St SW-NS/PS,23STR I1,23STR IS,3452.0000000000,37.7545100000,-122.4016940000,0.0000000000,KANSAS ST,23RD ST,NS,SW,,0.0000000000,2012/02/23,76.0000000000,
17th St&Wisconsin St SE-FS/BZ,17STWIS0,17STWISC,3320.0000000000,37.7649290000,-122.3992840000,0.0000000000,WISCONSIN ST,17TH ST,FS,SE,BZ,0.0000000000,2012/02/23,76.0000000000,
17th St&Wisconsin St NW-FS/BZ,17STWIS1,17STWISC,3319.0000000000,37.7649910000,-122.3999820000,0.0000000000,WISCONSIN ST,17TH ST,FS,NW,BZ,0.0000000000,2012/02/23,76.0000000000,
Broadway&Stockton St SE-FS/BZ,BDWYSTO0,BDWYSTOK,3087.0000000000,37.7975910000,-122.4082940000,0.0000000000,STOCKTON ST,BROADWAY,FS,SE,,0.0000000000,2012/02/23,76.0000000000,
23rd St&Wisconsin St NE-NS,23STWIS0,23STWISC,3457.0000000000,37.7548100000,-122.3985600000,0.0000000000,WISCONSIN ST,23RD ST,NS,NE,,0.0000000000,2012/02/23,76.0000000000,
23rd St&Vermont St SW-NS/BZ,23STVRM1,23STVRMT,3456.0000000000,37.7543950000,-122.4036310000,0.0000000000,VERMONT ST,23RD ST,NS,SW,BZ,1.0000000000,2012/02/23,76.0000000000,
23rd St&Vermont St NW-FS/BZ,23STVRM0,23STVRMT,3455.0000000000,37.7544800000,-122.4039100000,0.0000000000,VERMONT ST,23RD ST,FS,NW,BZ,1.0000000000,2012/02/23,76.0000000000,
23rd St&Utah St SE-FS/BZ,23STUTA1,23STUTAH,3454.0000000000,37.7542980000,-122.4053040000,0.0000000000,UTAH ST,23RD ST,FS,SE,BZ,1.0000000000,2012/02/23,76.0000000000,
Broadway&Montgomery St SW-NS/PS,BDWYMTG0,BDWYMTGY,3084.0000000000,37.7981340000,-122.4039600000,0.0000000000,MONTGOMERY ST,BROADWAY,NS,SW,,1.0000000000,2012/02/23,76.0000000000,
Broadway&Columbus SE-FS/BZ,BDWYCOL0,BDWYGRNT,3082.0000000000,37.7978310000,-122.4063450000,0.0000000000,COLUMBUS AVE,BROADWAY,NS,SW,,0.0000000000,2012/02/23,76.0000000000,
2nd St&Howard St S-FS/BZ,2STHWR0,2STHWRD,3011.0000000000,37.7865590000,-122.3981090000,0.0000000000,HOWARD ST,2ND ST,FS,S,BZ,0.0000000000,2012/02/23,76.0000000000,
2nd St&Harrison St S-FS/BZ,2STHAR0,2STHARR,3010.0000000000,37.7840950000,-122.3950160000,0.0000000000,HARRISON ST,2ND ST,FS,S,BZ,0.0000000000,2012/02/23,76.0000000000,
2nd St&Folsom St S-FS/BZ,2STFOL0,2STFOLS,3008.0000000000,37.7853180000,-122.3965620000,0.0000000000,FOLSOM ST,2ND ST,FS,S,BZ,0.0000000000,2012/02/23,76.0000000000,
2nd St&Brannan St W-NS/SB,2STBRA0,2STBRAN,3004.0000000000,37.7818540000,-122.3922320000,0.0000000000,BRANNAN ST,2ND ST,NS,W,,1.0000000000,2012/02/23,76.0000000000,
2nd St&Brannan St E-NS/BZ,2STBRA1,2STBRAN,3003.0000000000,37.7818270000,-122.3919450000,0.0000000000,BRANNAN ST,2ND ST,NS,E,BZ,0.0000000000,2012/02/23,76.0000000000,
Steuart St&Mission St W-NS/BZ,STEUMIS1,STEUMISS,6498.0000000000,37.7932400000,-122.3933240000,0.0000000000,SPEAR ST,MISSION ST,NS,NW,BZ,0.0000000000,2012/02/23,76.0000000000,
Mission St&24th St NE-FS/BZ,MISS24S1,MISS24ST,5565.0000000000,37.7527300000,-122.4184100000,0.0000000000,24TH ST,MISSION ST,FS,NE,BZ,1.0000000000,2012/02/23,76.0000000000,
Mission St&20th St SW-FS/BZ,MISS20S0,MISS20ST,5558.0000000000,37.7581700000,-122.4190900000,0.0000000000,20TH ST,MISSION ST,FS,SW,BZ,1.0000000000,2012/02/23,76.0000000000,
Mission St&16th St SW-FS/BB,MISS16S0,MISS16ST,5552.0000000000,37.7645500000,-122.4197100000,0.0000000000,16TH ST,MISSION ST,FS,SW,BB,1.0000000000,2012/02/23,76.0000000000,
Mission St&Highland Ave SW-FS/BZ,MISSHIG0,MISSHIGH,5597.0000000000,37.7370600000,-122.4242000000,0.0000000000,HIGHLAND AVE,MISSION ST,FS,SW,BZ,0.0000000000,2012/02/23,76.0000000000,
Mission St&Francis St W-FS/BZ,MISSFRA0,MISSFRAN,5590.0000000000,37.7263500000,-122.4336500000,0.0000000000,FRANCIS ST,MISSION ST,FS,W,BZ,0.0000000000,2012/02/23,76.0000000000,
Mission St&Evergreen St E-FS/BB,MISSEVG1,MISSEVGN,5585.0000000000,37.7074100000,-122.4565300000,0.0000000000,EVERGREEN ST,MISSION ST,FS,E,BB,0.0000000000,2012/02/23,76.0000000000,
Mission St&Silver Ave W-FS/BZ,MISSSIL0,MISSSILV,5621.0000000000,37.7286960000,-122.4314120000,0.0000000000,SILVER AVE,MISSION ST,FS,W,BZ,1.0000000000,2012/02/23,76.0000000000,
Mission St&Fair Ave E-FS/BB,MISSFAI1,MISSFAIR,5587.0000000000,37.7459200000,-122.4195900000,0.0000000000,FAIR AVE,MISSION ST,FS,E,BZ,0.0000000000,2012/02/23,76.0000000000,
Mission St&San Jose Ave S-FS/BZ,MISSS.J0,MISSS.J.,7099.0000000000,37.7060200000,-122.4612600000,0.0000000000,SAN JOSE AVE,MISSION ST,FS,S,BZ,0.0000000000,2012/02/23,76.0000000000,
Mission St&South Van Ness Ave E-FS,MISSSOVN,,7299.0000000000,37.7729940000,-122.4184850000,0.0000000000,SOUTH VAN NESS AVE,MISSION ST,,,,0.0000000000,2012/02/23,76.0000000000,
Mission St&8th St W-FS/BZ,MISS 8S0,MISS 8ST,5540.0000000000,37.7772300000,-122.4135500000,0.0000000000,8TH ST,MISSION ST,FS,W,BZ,1.0000000000,2012/02/23,76.0000000000,
Mission St&4th St W-FS/BZ,MISS 4S0,MISS 4ST,5534.0000000000,37.7843600000,-122.4045200000,0.0000000000,04TH ST,MISSION ST,FS,W,BZ,1.0000000000,2012/02/23,76.0000000000,
Mission St&Geneva Ave W-FS/BZ,MISSGNV0,MISSGNVA,5592.0000000000,37.7164550000,-122.4411490000,0.0000000000,GENEVA AVE,MISSION ST,FS,E,BZ,1.0000000000,2012/02/23,76.0000000000,
Otis St&12th St W-FS/BZ,OTIS12S0,OTIS12ST,5836.0000000000,37.7728100000,-122.4191700000,0.0000000000,12TH ST,OTIS ST,FS,W,BZ,0.0000000000,2012/02/23,76.0000000000,
150 Otis St NW-MB/BB,OTIS 150,OTIS 150,5835.0000000000,37.7707300000,-122.4203100000,0.0000000000,DUBOCE AVE,OTIS ST,MB,NW,BB,0.0000000000,2012/02/23,76.0000000000,
Market St&Steuart St S-NS/SB,MRKTSTE1,MRKTSTEU,5693.0000000000,37.7942600000,-122.3949100000,0.0000000000,STEUART ST,MARKET ST,NS,S,,1.0000000000,2012/02/23,76.0000000000,
Mission St&Whittier St S-NS/BZ,MISSWHI1,MISSWHIT,5628.0000000000,37.7102200000,-122.4484500000,0.0000000000,WHITTIER ST,MISSION ST,NS,S,BZ,1.0000000000,2012/02/23,76.0000000000,
Mission St&Whittier St N-NS/BZ,MISSWHI0,MISSWHIT,5627.0000000000,37.7104800000,-122.4483400000,0.0000000000,WHITTIER ST,MISSION ST,NS,N,BZ,0.0000000000,2012/02/23,76.0000000000,
Mission St&Valencia St W-FS/BB,MISSVLN0,MISSVLNC,5626.0000000000,37.7450800000,-122.4203000000,0.0000000000,VALENCIA ST,MISSION ST,FS,W,BB,0.0000000000,2012/02/23,76.0000000000,
Mission St&Richland Ave SE-NS/BZ,MISSRIC1,MISSRICH,5613.0000000000,37.7359100000,-122.4244200000,0.0000000000,RICHARDSON AVE,MISSION ST,NS,SE,BZ,1.0000000000,2012/02/23,76.0000000000,
